status_type,num_reactions,num_comments,num_shares,num_likes,x1,x2,x3,x4
photo,8,1,0,8,4,0.125,0,1
video,257,1096,206,143,128.5,137,25.75,17.875
video,316,1080,194,177,158,135,24.25,22.125
photo,13,0,0,13,6.5,0,0,1.625
video,281,809,171,181,140.5,101.125,21.375,22.625
video,285,778,171,170,142.5,97.25,21.375,21.25
video,195,1176,209,106,97.5,147,26.125,13.25
video,13,0,0,13,6.5,0,0,1.625
video,239,1270,194,145,119.5,158.75,24.25,18.125
video,270,898,233,174,135,112.25,29.125,21.75
photo,21,1,0,21,10.5,0.125,0,2.625
video,307,1275,228,216,153.5,159.375,28.5,27
photo,12,0,0,12,6,0,0,1.5
photo,26,0,0,26,13,0,0,3.25
photo,21,0,0,21,10.5,0,0,2.625
video,236,938,216,131,118,117.25,27,16.375
video,258,1008,261,149,129,126,32.625,18.625
photo,33,2,1,33,16.5,0.25,0.125,4.125
video,320,2021,362,202,160,252.625,45.25,25.25
photo,23,1,0,23,11.5,0.125,0,2.875
photo,60,4,0,60,30,0.5,0,7.5
photo,102,8,3,100,51,1,0.375,12.5
video,268,1820,298,180,134,227.5,37.25,22.5
photo,49,0,0,48,24.5,0,0,6
photo,41,2,0,40,20.5,0.25,0,5
video,239,938,212,163,119.5,117.25,26.5,20.375
photo,32,2,0,31,16,0.25,0,3.875
photo,17,0,0,16,8.5,0,0,2
video,273,914,218,161,136.5,114.25,27.25,20.125
video,229,1005,227,146,114.5,125.625,28.375,18.25
photo,21,0,0,21,10.5,0,0,2.625
photo,26,1,0,26,13,0.125,0,3.25
video,212,551,187,114,106,68.875,23.375,14.25
video,294,1689,284,185,147,211.125,35.5,23.125
photo,29,1,0,29,14.5,0.125,0,3.625
video,239,548,188,139,119.5,68.5,23.5,17.375
photo,14,0,0,13,7,0,0,1.625
video,296,656,253,168,148,82,31.625,21
video,277,1270,311,175,138.5,158.75,38.875,21.875
photo,18,0,0,17,9,0,0,2.125
video,292,1425,264,162,146,178.125,33,20.25
photo,18,0,0,18,9,0,0,2.25
photo,9,1,0,9,4.5,0.125,0,1.125
photo,34,1,0,32,17,0.125,0,4
video,303,1003,242,160,151.5,125.375,30.25,20
video,237,913,202,136,118.5,114.125,25.25,17
photo,22,3,0,21,11,0.375,0,2.625
video,315,1050,274,164,157.5,131.25,34.25,20.5
photo,27,0,0,27,13.5,0,0,3.375
photo,13,0,0,12,6.5,0,0,1.5
video,251,1145,261,112,125.5,143.125,32.625,14
photo,24,1,0,23,12,0.125,0,2.875
video,81,0,1,80,40.5,0,0.125,10
video,212,916,198,131,106,114.5,24.75,16.375
video,440,1112,322,256,220,139,40.25,32
photo,16,0,1,15,8,0,0.125,1.875
video,349,967,280,188,174.5,120.875,35,23.5
photo,29,0,2,29,14.5,0,0.25,3.625
photo,27,0,1,27,13.5,0,0.125,3.375
video,354,1119,277,164,177,139.875,34.625,20.5
photo,7,0,0,7,3.5,0,0,0.875
video,323,1908,261,207,161.5,238.5,32.625,25.875
photo,19,0,0,17,9.5,0,0,2.125
video,52,0,6,51,26,0,0.75,6.375
video,398,1942,322,196,199,242.75,40.25,24.5
photo,18,0,0,18,9,0,0,2.25
photo,6,1,0,6,3,0.125,0,0.75
video,265,1138,254,140,132.5,142.25,31.75,17.5
photo,8,0,0,8,4,0,0,1
video,253,1410,261,165,126.5,176.25,32.625,20.625
video,264,1487,279,167,132,185.875,34.875,20.875
photo,15,0,0,15,7.5,0,0,1.875
photo,13,0,0,13,6.5,0,0,1.625
photo,21,0,0,19,10.5,0,0,2.375
video,392,1972,312,214,196,246.5,39,26.75
video,266,736,229,168,133,92,28.625,21
photo,10,0,0,9,5,0,0,1.125
photo,19,0,0,18,9.5,0,0,2.25
video,359,1092,242,203,179.5,136.5,30.25,25.375
video,331,1017,285,177,165.5,127.125,35.625,22.125
photo,19,0,0,18,9.5,0,0,2.25
photo,11,0,1,11,5.5,0,0.125,1.375
photo,7,0,2,7,3.5,0,0.25,0.875
video,287,3800,406,202,143.5,475,50.75,25.25
photo,22,1,0,21,11,0.125,0,2.625
photo,9,0,0,9,4.5,0,0,1.125
photo,21,2,0,21,10.5,0.25,0,2.625
photo,22,0,0,22,11,0,0,2.75
photo,21,1,0,21,10.5,0.125,0,2.625
photo,26,2,0,26,13,0.25,0,3.25
video,47,0,0,47,23.5,0,0,5.875
video,291,1169,257,161,145.5,146.125,32.125,20.125
photo,23,0,1,23,11.5,0,0.125,2.875
photo,16,3,0,16,8,0.375,0,2
photo,4,0,0,4,2,0,0,0.5
video,11,2,0,11,5.5,0.25,0,1.375
video,39,0,0,39,19.5,0,0,4.875
video,204,1059,235,134,102,132.375,29.375,16.75
photo,28,0,0,28,14,0,0,3.5
photo,11,0,1,11,5.5,0,0.125,1.375
photo,5,0,0,5,2.5,0,0,0.625
photo,8,0,0,8,4,0,0,1
photo,12,0,0,12,6,0,0,1.5
video,199,603,199,134,99.5,75.375,24.875,16.75
photo,23,0,1,21,11.5,0,0.125,2.625
photo,12,0,0,12,6,0,0,1.5
photo,12,0,0,12,6,0,0,1.5
photo,46,2,2,45,23,0.25,0.25,5.625
video,315,1247,274,206,157.5,155.875,34.25,25.75
photo,16,2,1,16,8,0.25,0.125,2
photo,18,0,0,17,9,0,0,2.125
photo,13,2,1,13,6.5,0.25,0.125,1.625
video,304,1069,338,199,152,133.625,42.25,24.875
photo,13,0,0,12,6.5,0,0,1.5
photo,2,0,0,2,1,0,0,0.25
photo,3,0,0,2,1.5,0,0,0.25
photo,13,0,0,12,6.5,0,0,1.5
photo,9,0,0,9,4.5,0,0,1.125
photo,18,3,0,17,9,0.375,0,2.125
video,240,1212,374,153,120,151.5,46.75,19.125
photo,16,1,0,16,8,0.125,0,2
photo,6,0,0,6,3,0,0,0.75
photo,15,1,0,15,7.5,0.125,0,1.875
photo,7,0,0,7,3.5,0,0,0.875
photo,11,0,0,10,5.5,0,0,1.25
photo,7,0,1,7,3.5,0,0.125,0.875
photo,1,0,0,1,0.5,0,0,0.125
photo,8,1,0,8,4,0.125,0,1
photo,7,0,0,7,3.5,0,0,0.875
video,30,0,0,29,15,0,0,3.625
video,229,695,251,134,114.5,86.875,31.375,16.75
photo,10,0,0,10,5,0,0,1.25
photo,7,0,0,6,3.5,0,0,0.75
photo,2,0,0,2,1,0,0,0.25
photo,29,1,1,28,14.5,0.125,0.125,3.5
video,35,0,0,35,17.5,0,0,4.375
video,22,0,0,22,11,0,0,2.75
video,168,449,188,111,84,56.125,23.5,13.875
photo,11,0,0,11,5.5,0,0,1.375
photo,18,0,0,18,9,0,0,2.25
photo,20,0,0,19,10,0,0,2.375
photo,33,0,0,33,16.5,0,0,4.125
photo,13,0,0,13,6.5,0,0,1.625
photo,11,0,0,11,5.5,0,0,1.375
photo,11,0,0,11,5.5,0,0,1.375
video,187,722,176,108,93.5,90.25,22,13.5
photo,4,0,0,4,2,0,0,0.5
photo,7,0,0,7,3.5,0,0,0.875
photo,36,2,1,36,18,0.25,0.125,4.5
video,55,0,5,53,27.5,0,0.625,6.625
video,287,709,196,171,143.5,88.625,24.5,21.375
status,137,162,0,136,68.5,20.25,0,17
photo,7,0,1,7,3.5,0,0.125,0.875
photo,18,0,0,18,9,0,0,2.25
photo,241,2,0,234,120.5,0.25,0,29.25
photo,8,0,0,8,4,0,0,1
photo,11,0,0,11,5.5,0,0,1.375
photo,19,2,0,19,9.5,0.25,0,2.375
video,200,752,184,126,100,94,23,15.75
photo,29,3,0,29,14.5,0.375,0,3.625
photo,9,0,0,8,4.5,0,0,1
video,187,415,264,114,93.5,51.875,33,14.25
photo,14,0,0,14,7,0,0,1.75
photo,21,2,0,19,10.5,0.25,0,2.375
photo,31,4,0,31,15.5,0.5,0,3.875
video,48,0,3,48,24,0,0.375,6
video,170,1762,257,110,85,220.25,32.125,13.75
photo,11,0,0,10,5.5,0,0,1.25
photo,4,0,0,4,2,0,0,0.5
photo,16,0,0,16,8,0,0,2
photo,27,3,3,27,13.5,0.375,0.375,3.375
video,58,2,0,58,29,0.25,0,7.25
video,258,470,235,139,129,58.75,29.375,17.375
photo,21,0,0,21,10.5,0,0,2.625
photo,3,0,0,3,1.5,0,0,0.375
video,46,0,0,46,23,0,0,5.75
video,264,459,200,116,132,57.375,25,14.5
photo,1,0,0,1,0.5,0,0,0.125
photo,11,0,0,11,5.5,0,0,1.375
video,41,0,2,41,20.5,0,0.25,5.125
video,196,466,166,128,98,58.25,20.75,16
photo,10,0,0,10,5,0,0,1.25
photo,11,2,0,11,5.5,0.25,0,1.375
video,109,202,167,75,54.5,25.25,20.875,9.375
photo,17,1,0,17,8.5,0.125,0,2.125
photo,20,0,0,20,10,0,0,2.5
photo,29,1,0,28,14.5,0.125,0,3.5
video,50,0,0,50,25,0,0,6.25
video,6,0,0,6,3,0,0,0.75
video,292,898,262,170,146,112.25,32.75,21.25
photo,12,0,0,12,6,0,0,1.5
photo,13,0,0,13,6.5,0,0,1.625
video,27,0,0,27,13.5,0,0,3.375
video,7,0,0,7,3.5,0,0,0.875
video,283,519,295,193,141.5,64.875,36.875,24.125
photo,37,6,0,37,18.5,0.75,0,4.625
photo,9,0,0,9,4.5,0,0,1.125
video,265,664,191,160,132.5,83,23.875,20
photo,5,0,0,5,2.5,0,0,0.625
photo,18,1,0,17,9,0.125,0,2.125
video,386,1912,394,246,193,239,49.25,30.75
photo,7,0,0,7,3.5,0,0,0.875
photo,9,0,0,9,4.5,0,0,1.125
photo,15,3,0,14,7.5,0.375,0,1.75
photo,16,0,0,16,8,0,0,2
photo,25,2,0,25,12.5,0.25,0,3.125
photo,23,0,0,23,11.5,0,0,2.875
video,432,924,287,252,216,115.5,35.875,31.5
photo,15,0,0,15,7.5,0,0,1.875
photo,23,0,0,23,11.5,0,0,2.875
photo,17,0,0,17,8.5,0,0,2.125
video,55,0,3,55,27.5,0,0.375,6.875
video,274,1140,300,168,137,142.5,37.5,21
photo,18,0,0,18,9,0,0,2.25
photo,18,0,0,18,9,0,0,2.25
photo,38,0,0,37,19,0,0,4.625
photo,18,0,0,18,9,0,0,2.25
photo,22,0,0,22,11,0,0,2.75
photo,61,1,1,61,30.5,0.125,0.125,7.625
video,54,0,0,54,27,0,0,6.75
video,431,3450,533,329,215.5,431.25,66.625,41.125
photo,11,0,0,11,5.5,0,0,1.375
photo,20,0,0,20,10,0,0,2.5
photo,12,0,0,12,6,0,0,1.5
photo,16,1,0,16,8,0.125,0,2
video,330,2409,397,207,165,301.125,49.625,25.875
photo,10,0,0,10,5,0,0,1.25
photo,29,0,1,29,14.5,0,0.125,3.625
photo,44,0,0,43,22,0,0,5.375
video,43,0,0,43,21.5,0,0,5.375
video,355,1249,349,245,177.5,156.125,43.625,30.625
photo,51,4,0,51,25.5,0.5,0,6.375
photo,16,0,0,16,8,0,0,2
photo,83,13,0,80,41.5,1.625,0,10
photo,42,0,0,40,21,0,0,5
photo,24,0,1,22,12,0,0.125,2.75
video,17,0,0,16,8.5,0,0,2
video,433,1814,451,269,216.5,226.75,56.375,33.625
photo,16,0,0,16,8,0,0,2
photo,23,0,1,23,11.5,0,0.125,2.875
photo,20,0,0,20,10,0,0,2.5
photo,15,0,0,15,7.5,0,0,1.875
photo,14,0,0,14,7,0,0,1.75
video,321,1594,318,164,160.5,199.25,39.75,20.5
photo,30,1,0,30,15,0.125,0,3.75
photo,10,0,0,10,5,0,0,1.25
photo,33,0,0,32,16.5,0,0,4
photo,37,4,0,37,18.5,0.5,0,4.625
video,45,2,0,45,22.5,0.25,0,5.625
video,8,0,0,8,4,0,0,1
video,22,0,0,22,11,0,0,2.75
video,337,2638,270,175,168.5,329.75,33.75,21.875
photo,18,3,0,18,9,0.375,0,2.25
video,233,1039,280,161,116.5,129.875,35,20.125
photo,29,0,0,29,14.5,0,0,3.625
video,276,306,285,158,138,38.25,35.625,19.75
video,158,234,92,108,79,29.25,11.5,13.5
photo,19,0,0,19,9.5,0,0,2.375
photo,35,0,0,35,17.5,0,0,4.375
photo,41,5,0,41,20.5,0.625,0,5.125
video,26,0,0,26,13,0,0,3.25
video,244,1356,332,176,122,169.5,41.5,22
photo,22,1,1,22,11,0.125,0.125,2.75
photo,29,0,1,29,14.5,0,0.125,3.625
video,40,0,0,40,20,0,0,5
video,256,2979,434,195,128,372.375,54.25,24.375
photo,12,0,0,12,6,0,0,1.5
video,15,0,0,15,7.5,0,0,1.875
video,19,0,0,19,9.5,0,0,2.375
video,226,359,342,149,113,44.875,42.75,18.625
photo,26,0,1,26,13,0,0.125,3.25
photo,22,3,0,22,11,0.375,0,2.75
photo,46,10,1,46,23,1.25,0.125,5.75
video,54,0,0,54,27,0,0,6.75
video,335,2112,597,201,167.5,264,74.625,25.125
photo,13,1,0,13,6.5,0.125,0,1.625
video,38,0,0,38,19,0,0,4.75
video,223,1950,433,155,111.5,243.75,54.125,19.375
photo,14,0,0,13,7,0,0,1.625
photo,11,0,0,11,5.5,0,0,1.375
photo,13,0,0,13,6.5,0,0,1.625
video,160,326,300,127,80,40.75,37.5,15.875
photo,8,0,0,7,4,0,0,0.875
photo,24,2,1,23,12,0.25,0.125,2.875
photo,24,3,0,23,12,0.375,0,2.875
video,36,0,0,35,18,0,0,4.375
video,8,0,0,8,4,0,0,1
video,269,783,357,146,134.5,97.875,44.625,18.25
photo,36,3,0,35,18,0.375,0,4.375
photo,12,0,0,11,6,0,0,1.375
video,135,245,133,66,67.5,30.625,16.625,8.25
photo,22,0,0,22,11,0,0,2.75
video,34,0,0,34,17,0,0,4.25
video,230,1562,322,140,115,195.25,40.25,17.5
photo,50,0,0,44,25,0,0,5.5
photo,19,0,0,18,9.5,0,0,2.25
photo,15,0,0,14,7.5,0,0,1.75
photo,13,1,0,12,6.5,0.125,0,1.5
video,1,0,0,0,0.5,0,0,0
video,182,443,135,91,91,55.375,16.875,11.375
photo,24,0,0,22,12,0,0,2.75
photo,33,0,1,32,16.5,0,0.125,4
video,42,0,0,41,21,0,0,5.125
video,249,1244,469,143,124.5,155.5,58.625,17.875
photo,17,0,0,17,8.5,0,0,2.125
photo,19,0,2,19,9.5,0,0.25,2.375
video,34,0,0,33,17,0,0,4.125
video,322,1503,491,201,161,187.875,61.375,25.125
photo,9,0,0,9,4.5,0,0,1.125
photo,43,2,0,43,21.5,0.25,0,5.375
video,385,1651,489,230,192.5,206.375,61.125,28.75
photo,38,3,1,38,19,0.375,0.125,4.75
video,40,0,0,40,20,0,0,5
video,166,1199,348,131,83,149.875,43.5,16.375
photo,17,1,0,17,8.5,0.125,0,2.125
photo,23,0,0,23,11.5,0,0,2.875
video,8,0,0,7,4,0,0,0.875
video,169,293,195,99,84.5,36.625,24.375,12.375
photo,23,4,0,23,11.5,0.5,0,2.875
photo,17,1,0,17,8.5,0.125,0,2.125
photo,28,0,3,28,14,0,0.375,3.5
photo,50,3,0,50,25,0.375,0,6.25
video,79,0,0,79,39.5,0,0,9.875
video,219,1172,274,114,109.5,146.5,34.25,14.25
photo,24,0,0,24,12,0,0,3
photo,29,4,0,29,14.5,0.5,0,3.625
video,85,0,0,84,42.5,0,0,10.5
video,185,519,301,134,92.5,64.875,37.625,16.75
photo,14,0,0,14,7,0,0,1.75
video,193,800,336,126,96.5,100,42,15.75
photo,13,1,0,13,6.5,0.125,0,1.625
photo,50,1,0,49,25,0.125,0,6.125
video,206,525,265,147,103,65.625,33.125,18.375
video,46,0,0,46,23,0,0,5.75
video,151,667,195,106,75.5,83.375,24.375,13.25
photo,31,3,0,30,15.5,0.375,0,3.75
photo,32,1,0,32,16,0.125,0,4
video,255,505,187,168,127.5,63.125,23.375,21
video,144,271,90,120,72,33.875,11.25,15
photo,11,0,0,11,5.5,0,0,1.375
video,9,0,0,9,4.5,0,0,1.125
video,64,100,68,57,32,12.5,8.5,7.125
photo,9,0,0,9,4.5,0,0,1.125
photo,11,0,0,11,5.5,0,0,1.375
video,27,0,0,27,13.5,0,0,3.375
video,8,0,0,8,4,0,0,1
video,253,1051,334,155,126.5,131.375,41.75,19.375
photo,35,2,1,35,17.5,0.25,0.125,4.375
photo,26,1,1,25,13,0.125,0.125,3.125
video,248,1382,299,182,124,172.75,37.375,22.75
photo,36,0,0,36,18,0,0,4.5
video,180,307,217,153,90,38.375,27.125,19.125
photo,28,0,0,28,14,0,0,3.5
photo,45,6,2,43,22.5,0.75,0.25,5.375
video,389,2798,564,233,194.5,349.75,70.5,29.125
photo,34,0,0,34,17,0,0,4.25
photo,23,1,0,22,11.5,0.125,0,2.75
photo,44,2,0,42,22,0.25,0,5.25
video,520,2546,659,353,260,318.25,82.375,44.125
video,116,337,109,78,58,42.125,13.625,9.75
photo,20,0,0,19,10,0,0,2.375
video,339,1082,423,213,169.5,135.25,52.875,26.625
video,28,0,0,27,14,0,0,3.375
video,156,286,76,108,78,35.75,9.5,13.5
photo,42,0,0,40,21,0,0,5
photo,15,0,0,14,7.5,0,0,1.75
photo,38,1,0,37,19,0.125,0,4.625
video,305,1415,418,186,152.5,176.875,52.25,23.25
video,15,0,0,14,7.5,0,0,1.75
video,2,0,0,2,1,0,0,0.25
video,4,0,0,4,2,0,0,0.5
video,171,236,82,70,85.5,29.5,10.25,8.75
photo,7,0,0,7,3.5,0,0,0.875
video,9,0,0,9,4.5,0,0,1.125
video,423,1661,584,266,211.5,207.625,73,33.25
video,22,2,0,22,11,0.25,0,2.75
video,136,250,51,102,68,31.25,6.375,12.75
photo,27,0,0,26,13.5,0,0,3.25
video,15,0,0,15,7.5,0,0,1.875
video,285,1293,295,167,142.5,161.625,36.875,20.875
video,128,200,63,59,64,25,7.875,7.375
photo,18,1,0,18,9,0.125,0,2.25
photo,5,0,0,5,2.5,0,0,0.625
video,325,798,354,200,162.5,99.75,44.25,25
photo,17,4,1,17,8.5,0.5,0.125,2.125
photo,15,0,0,15,7.5,0,0,1.875
video,204,1200,307,162,102,150,38.375,20.25
photo,17,0,0,17,8.5,0,0,2.125
video,186,325,253,109,93,40.625,31.625,13.625
photo,18,0,0,18,9,0,0,2.25
video,11,0,0,10,5.5,0,0,1.25
video,129,299,117,100,64.5,37.375,14.625,12.5
video,34,0,0,34,17,0,0,4.25
video,297,1133,444,216,148.5,141.625,55.5,27
photo,19,0,0,19,9.5,0,0,2.375
photo,18,0,1,18,9,0,0.125,2.25
video,25,0,0,25,12.5,0,0,3.125
video,260,1493,338,142,130,186.625,42.25,17.75
photo,24,0,0,24,12,0,0,3
video,17,0,0,17,8.5,0,0,2.125
video,148,390,210,123,74,48.75,26.25,15.375
photo,7,0,0,7,3.5,0,0,0.875
photo,17,0,0,17,8.5,0,0,2.125
video,217,885,248,134,108.5,110.625,31,16.75
photo,25,0,0,25,12.5,0,0,3.125
photo,29,2,0,28,14.5,0.25,0,3.5
video,223,349,251,156,111.5,43.625,31.375,19.5
photo,11,0,0,11,5.5,0,0,1.375
photo,17,0,0,17,8.5,0,0,2.125
photo,17,0,1,16,8.5,0,0.125,2
video,23,0,0,23,11.5,0,0,2.875
video,275,1113,431,168,137.5,139.125,53.875,21
photo,17,0,0,17,8.5,0,0,2.125
photo,18,0,1,18,9,0,0.125,2.25
photo,23,0,1,23,11.5,0,0.125,2.875
video,300,1532,281,212,150,191.5,35.125,26.5
video,14,0,0,14,7,0,0,1.75
video,212,306,303,125,106,38.25,37.875,15.625
photo,29,2,0,29,14.5,0.25,0,3.625
photo,17,0,0,17,8.5,0,0,2.125
photo,25,1,0,24,12.5,0.125,0,3
video,50,0,0,50,25,0,0,6.25
video,306,1259,319,183,153,157.375,39.875,22.875
photo,36,2,0,34,18,0.25,0,4.25
video,9,0,0,9,4.5,0,0,1.125
photo,44,2,1,44,22,0.25,0.125,5.5
photo,23,1,0,23,11.5,0.125,0,2.875
video,314,1488,446,206,157,186,55.75,25.75
photo,20,0,1,19,10,0,0.125,2.375
photo,20,0,0,19,10,0,0,2.375
photo,18,0,0,18,9,0,0,2.25
photo,31,0,0,30,15.5,0,0,3.75
photo,24,2,1,24,12,0.25,0.125,3
video,36,0,0,36,18,0,0,4.5
video,413,1934,542,248,206.5,241.75,67.75,31
photo,9,1,1,9,4.5,0.125,0.125,1.125
photo,26,0,0,25,13,0,0,3.125
video,45,1,0,45,22.5,0.125,0,5.625
video,331,1082,522,238,165.5,135.25,65.25,29.75
photo,30,8,0,30,15,1,0,3.75
photo,15,2,0,15,7.5,0.25,0,1.875
photo,23,1,1,23,11.5,0.125,0.125,2.875
photo,17,2,0,17,8.5,0.25,0,2.125
video,307,847,440,183,153.5,105.875,55,22.875
video,33,0,0,33,16.5,0,0,4.125
video,128,229,229,112,64,28.625,28.625,14
video,17,0,0,17,8.5,0,0,2.125
photo,17,0,0,17,8.5,0,0,2.125
video,17,0,0,17,8.5,0,0,2.125
video,292,1194,379,150,146,149.25,47.375,18.75
photo,36,3,1,36,18,0.375,0.125,4.5
video,248,592,302,160,124,74,37.75,20
video,172,1056,258,68,86,132,32.25,8.5
photo,10,1,0,10,5,0.125,0,1.25
photo,13,1,1,13,6.5,0.125,0.125,1.625
video,35,0,0,35,17.5,0,0,4.375
video,275,625,491,161,137.5,78.125,61.375,20.125
photo,16,0,1,16,8,0,0.125,2
photo,27,1,1,27,13.5,0.125,0.125,3.375
photo,34,1,1,34,17,0.125,0.125,4.25
photo,39,2,0,39,19.5,0.25,0,4.875
video,30,1,0,30,15,0.125,0,3.75
video,412,1680,553,255,206,210,69.125,31.875
photo,13,0,0,13,6.5,0,0,1.625
photo,20,0,1,20,10,0,0.125,2.5
photo,9,0,0,9,4.5,0,0,1.125
video,272,339,158,156,136,42.375,19.75,19.5
video,268,816,529,188,134,102,66.125,23.5
video,19,0,0,19,9.5,0,0,2.375
video,249,1209,431,163,124.5,151.125,53.875,20.375
photo,10,1,0,10,5,0.125,0,1.25
photo,13,0,0,13,6.5,0,0,1.625
photo,40,2,0,40,20,0.25,0,5
video,333,1307,492,233,166.5,163.375,61.5,29.125
video,207,391,259,127,103.5,48.875,32.375,15.875
photo,27,2,0,27,13.5,0.25,0,3.375
photo,38,4,0,38,19,0.5,0,4.75
video,25,0,0,24,12.5,0,0,3
video,407,1374,757,283,203.5,171.75,94.625,35.375
photo,12,0,0,12,6,0,0,1.5
photo,9,1,0,8,4.5,0.125,0,1
video,26,0,0,25,13,0,0,3.125
video,241,383,257,106,120.5,47.875,32.125,13.25
photo,3,0,0,3,1.5,0,0,0.375
photo,15,3,0,15,7.5,0.375,0,1.875
video,267,859,426,197,133.5,107.375,53.25,24.625
photo,23,1,0,23,11.5,0.125,0,2.875
video,3,0,0,3,1.5,0,0,0.375
video,10,0,0,10,5,0,0,1.25
video,214,779,377,143,107,97.375,47.125,17.875
photo,5,1,0,5,2.5,0.125,0,0.625
photo,11,0,0,10,5.5,0,0,1.25
video,248,433,303,172,124,54.125,37.875,21.5
photo,16,0,0,16,8,0,0,2
photo,20,0,0,20,10,0,0,2.5
video,212,1006,496,178,106,125.75,62,22.25
photo,14,0,0,14,7,0,0,1.75
video,13,0,0,13,6.5,0,0,1.625
video,282,1591,438,168,141,198.875,54.75,21
photo,25,1,0,25,12.5,0.125,0,3.125
photo,8,0,0,8,4,0,0,1
video,20,0,0,20,10,0,0,2.5
video,224,545,231,108,112,68.125,28.875,13.5
photo,14,0,0,14,7,0,0,1.75
photo,21,0,0,21,10.5,0,0,2.625
video,23,1,0,23,11.5,0.125,0,2.875
video,195,294,274,115,97.5,36.75,34.25,14.375
video,14,0,0,13,7,0,0,1.625
photo,11,0,0,11,5.5,0,0,1.375
video,42,1,0,41,21,0.125,0,5.125
video,160,1183,217,81,80,147.875,27.125,10.125
photo,9,0,0,9,4.5,0,0,1.125
photo,31,0,0,31,15.5,0,0,3.875
video,182,1142,346,107,91,142.75,43.25,13.375
video,29,0,0,29,14.5,0,0,3.625
video,214,1550,388,157,107,193.75,48.5,19.625
photo,10,1,0,10,5,0.125,0,1.25
video,159,175,233,122,79.5,21.875,29.125,15.25
photo,22,1,0,21,11,0.125,0,2.625
photo,14,0,0,14,7,0,0,1.75
photo,16,1,1,16,8,0.125,0.125,2
video,13,0,0,13,6.5,0,0,1.625
video,135,214,159,91,67.5,26.75,19.875,11.375
photo,8,0,0,8,4,0,0,1
video,233,1168,404,155,116.5,146,50.5,19.375
photo,12,0,1,12,6,0,0.125,1.5
photo,33,1,0,33,16.5,0.125,0,4.125
video,336,1532,428,226,168,191.5,53.5,28.25
video,26,0,0,25,13,0,0,3.125
video,233,405,333,181,116.5,50.625,41.625,22.625
photo,19,1,0,19,9.5,0.125,0,2.375
photo,20,0,0,20,10,0,0,2.5
video,183,908,266,122,91.5,113.5,33.25,15.25
photo,25,2,0,25,12.5,0.25,0,3.125
photo,16,2,0,16,8,0.25,0,2
photo,49,4,0,49,24.5,0.5,0,6.125
video,295,1357,474,235,147.5,169.625,59.25,29.375
photo,22,1,0,22,11,0.125,0,2.75
photo,14,1,0,14,7,0.125,0,1.75
video,14,0,0,14,7,0,0,1.75
video,230,1315,348,127,115,164.375,43.5,15.875
photo,26,0,0,26,13,0,0,3.25
video,241,336,432,205,120.5,42,54,25.625
photo,19,0,0,19,9.5,0,0,2.375
photo,12,2,0,12,6,0.25,0,1.5
photo,33,3,0,33,16.5,0.375,0,4.125
photo,10,3,0,10,5,0.375,0,1.25
video,166,287,153,91,83,35.875,19.125,11.375
photo,5,1,0,5,2.5,0.125,0,0.625
photo,32,2,0,32,16,0.25,0,4
video,398,2314,742,320,199,289.25,92.75,40
video,10,1,0,10,5,0.125,0,1.25
video,296,1756,422,136,148,219.5,52.75,17
video,173,221,248,114,86.5,27.625,31,14.25
video,29,0,0,29,14.5,0,0,3.625
video,271,1516,505,172,135.5,189.5,63.125,21.5
photo,19,2,0,19,9.5,0.25,0,2.375
video,222,1711,463,163,111,213.875,57.875,20.375
photo,23,1,0,23,11.5,0.125,0,2.875
video,17,0,0,17,8.5,0,0,2.125
video,176,171,146,82,88,21.375,18.25,10.25
photo,21,0,0,21,10.5,0,0,2.625
photo,30,0,0,30,15,0,0,3.75
video,394,2379,471,229,197,297.375,58.875,28.625
photo,3,0,0,3,1.5,0,0,0.375
video,211,948,245,154,105.5,118.5,30.625,19.25
photo,24,4,0,24,12,0.5,0,3
video,24,0,0,24,12,0,0,3
video,281,1858,339,201,140.5,232.25,42.375,25.125
photo,12,0,0,12,6,0,0,1.5
photo,5,2,0,5,2.5,0.25,0,0.625
photo,9,0,0,9,4.5,0,0,1.125
video,179,306,65,117,89.5,38.25,8.125,14.625
photo,20,1,1,20,10,0.125,0.125,2.5
video,12,0,0,12,6,0,0,1.5
video,144,238,113,120,72,29.75,14.125,15
video,120,126,100,98,60,15.75,12.5,12.25
photo,10,0,0,10,5,0,0,1.25
photo,13,2,0,13,6.5,0.25,0,1.625
video,13,0,0,13,6.5,0,0,1.625
video,173,578,153,125,86.5,72.25,19.125,15.625
photo,19,0,0,19,9.5,0,0,2.375
video,30,0,0,30,15,0,0,3.75
video,232,1045,253,149,116,130.625,31.625,18.625
photo,32,6,1,32,16,0.75,0.125,4
video,6,0,0,6,3,0,0,0.75
photo,15,0,1,15,7.5,0,0.125,1.875
video,9,0,0,9,4.5,0,0,1.125
video,0,0,0,0,0,0,0,0
video,241,938,282,134,120.5,117.25,35.25,16.75
photo,18,0,0,18,9,0,0,2.25
video,147,226,207,111,73.5,28.25,25.875,13.875
video,197,505,110,126,98.5,63.125,13.75,15.75
photo,33,1,0,33,16.5,0.125,0,4.125
photo,18,3,0,18,9,0.375,0,2.25
video,242,1153,303,180,121,144.125,37.875,22.5
photo,15,1,0,14,7.5,0.125,0,1.75
photo,12,1,0,12,6,0.125,0,1.5
photo,13,0,0,13,6.5,0,0,1.625
video,202,377,117,116,101,47.125,14.625,14.5
photo,23,0,0,23,11.5,0,0,2.875
